license_number,ubi,trade_name,licensee_name,address,suite,city,state,county,zip,privilege,status,phone,is_se
414211,6034482820010001,CANNA4LIFE,,721 6TH ST,,CLARKSTON,WA,ASOTIN,994032001,CANNABIS RETAILER,ACTIVE (ISSUED),5098442203,
082587,6035700740010001,CANNABIS & GLASS,,9403 E TRENT AVE,,MILLWOOD,WA,SPOKANE,992064218,CANNABIS RETAILER,CLOSED (PERMANENT),5099991112,
360307,6033510980010004,CANNABIS & GLASS,,605 E FRANCIS,,SPOKANE,WA,SPOKANE,99208,CANNABIS RETAILER,ACTIVE (ISSUED),5099991112,
415243,6033510980010002,CANNABIS & GLASS,,6620 N MARKET ST SUITE 100,,SPOKANE,WA,SPOKANE,992177809,CANNABIS RETAILER,CLOSED (PERMANENT),5099991112,
353993,6033565140010006,CANNABIS 21,,428 10TH ST,,HOQUIAM,WA,GRAYS HARBOR,98550,CANNABIS RETAILER,ACTIVE (ISSUED),3606379283,
414712,6033565140010007,CANNABIS 21,,2294 STATE ROUTE 109,,HOQUIAM,WA,GRAYS HARBOR,98550,CANNABIS RETAILER,ACTIVE (ISSUED),3606379283,
415344,6033565140010003,CANNABIS 21,,2510 SANDRA AVE STE A,,CENTRALIA,WA,LEWIS,985319321,CANNABIS RETAILER,CLOSED (PERMANENT),3602397149,
415567,6033565140010002,CANNABIS 21,,1000 E WISHKAH ST,,ABERDEEN,WA,GRAYS HARBOR,98520,CANNABIS RETAILER,ACTIVE (ISSUED),3606379283,
415662,6033839340010001,CANNABIS CENTRAL,,1516 WEST UNIVERSITY WAY,,ELLENSBURG,WA,KITTITAS,989260000,CANNABIS RETAILER,CLOSED (PERMANENT),5098335556,
422944,6033839340010002,CANNABIS CENTRAL,,1514 W UNIVERSITY WAY,,ELLENSBURG,WA,KITTITAS,989262337,CANNABIS RETAILER,CLOSED (PERMANENT),5092011144,
412751,6033392690010006,CANNABIS CITY,,421 S LANDER ST STE A,,SEATTLE,WA,KING,981345105,CANNABIS RETAILER,CLOSED (PERMANENT),2064204206,
413319,6033392690010001,CANNABIS CITY,,2733 4TH AVE S 1ST FLOOR,1ST FLOOR UNIT,SEATTLE,WA,KING,981341912,CANNABIS RETAILER,CLOSED (PERMANENT),2066821332,
420123,6018306250010004,CANNABIS COAST,,193161 HWY 101,STE 201,FORKS,WA,CLALLAM,983319206,CANNABIS RETAILER,CLOSED (PERMANENT),3603744020,
420123,6040821720010001,CANNABIS COAST,,193161 HWY 101  STE 201,STE 201,FORKS,WA,CLALLAM,983319206,CANNABIS RETAILER,CLOSED (PERMANENT),3609810505,
430237,6040821720010003,CANNABIS COAST FORKS,,362 LA PUSH RD,,FORKS,WA,CLALLAM,98331,CANNABIS RETAILER,ACTIVE (ISSUED),3603744020,
414970,6033592740010003,CANNABIS COUNTRY STORE,,1910 W MAIN ST SUITE 101,,BATTLE GROUND,WA,CLARK,98604,CANNABIS RETAILER,ACTIVE (ISSUED),3607987194,
422362,6035518250010006,CANNABIS FACTORY 21,,9409 NE HWY 99 SUITE B,,VANCOUVER,WA,CLARK,986658928,CANNABIS RETAILER,CLOSED (PERMANENT),2063900295,
422362,6040140410010002,CANNABIS FACTORY 21,,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,CLARK,986658928,CANNABIS RETAILER,CLOSED (PERMANENT),3608922878,
422362,6040140410010002,CANNABIS FACTORY 21,,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,CLARK,986658928,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3608922878,
423542,6031854210010003,CANNABIS PROVISIONS EAST,,831 N MILLER ST,,WENATCHEE,WA,CHELAN,98801,CANNABIS RETAILER,EXPIRED,2533347082,
421083,6032377590010002,CANNABIS PROVISIONS INC.,,938 N 200TH ST,STE D,SHORELINE,WA,KING,981333149,CANNABIS RETAILER,CLOSED (PERMANENT),2069137903,
425585,6032377590010004,CANNABIS PROVISIONS INC.,,938 N 200TH ST STE C,,SHORELINE,WA,KING,98133,CANNABIS RETAILER,ACTIVE (ISSUED),2066295235,
421630,6033042060010002,CANNABIS PROVISIONS INC. WHIDBEY ISLAND,,9176 STATE ROUTE 525,,CLINTON,WA,ISLAND,982369556,CANNABIS RETAILER,CLOSED (PERMANENT),2065795394,
422570,6033583850010002,CANNABIS STATION,,21412 HIGHWAY 99 STE A,,EDMONDS,WA,SNOHOMISH,980267748,CANNABIS RETAILER,CLOSED (PERMANENT),3039577942,
402780,6035462660010004,CANNABIS SUPER STORE,,705 EAST 1ST ST,,CLE ELUM,WA,KITTITAS,989221252,CANNABIS RETAILER,CLOSED (PERMANENT),5096745356,
402780,6048417560010002,CANNABIS SUPER STORE,,705 EAST 1ST ST,,CLE ELUM,WA,KITTITAS,98922,CANNABIS RETAILER,ACTIVE (ISSUED),3606311239,
422745,6035462660010005,CANNABIS SUPER STORE LLC,,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,KITSAP,981102188,CANNABIS RETAILER,CLOSED (PERMANENT),4255030962,
422745,6035462660010005,CANNABIS SUPER STORE LLC,,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,KITSAP,981102188,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,4255030962,
422466,6035941580010001,CANNABIS SWEET RELIEF,,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,JEFFERSON,983682247,CANNABIS RETAILER,CLOSED (PERMANENT),5416109508,
422992,6035859880010001,CANNABIS TREE,,6620 N MARKET ST STE 101,,SPOKANE,WA,SPOKANE,992177809,CANNABIS RETAILER,CLOSED (PERMANENT),5099901089,
087932,6033429340010001,CANNABIZ,,1109 RIVER RD STE A,,PUYALLUP,WA,PIERCE,98371,CANNABIS RETAILER,ACTIVE (ISSUED),2532611850,
422595,6051340050010002,Cannabliss 21,,6230 N DIVISION ST,,SPOKANE,WA,SPOKANE,992081032,CANNABIS RETAILER,ACTIVE (ISSUED),5099362310,
415575,6033596150010001,CANNABLYSS,,2705 HARTFORD DR STE A,,LAKE STEVENS,WA,SNOHOMISH,98258,CANNABIS RETAILER,ACTIVE (ISSUED),4253148652,
413366,6001282260010001,CANNARAIL STATION,,1448 BASIN ST NW SUITE A,,EPHRATA,WA,GRANT,988239695,CANNABIS RETAILER,CLOSED (PERMANENT),5097541047,
413366,6035548960010001,CANNARAIL STATION,,1448 BASIN ST NW SUITE A,,EPHRATA,WA,GRANT,988239695,CANNABIS RETAILER,CLOSED (PERMANENT),5067541047,
413366,6052356620010001,CANNARAIL STATION,,1448 BASIN ST NW SUITE A,,EPHRATA,WA,GRANT,98823,CANNABIS RETAILER,ACTIVE (ISSUED),5099227242,
439635,6056547110010001,"CANNAZEN, LLC",,257 ENGH RD,,OMAK,WA,OKANOGAN,988419472,CANNABIS RETAILER,ACTIVE (ISSUED),5096707043,
078001,6033548000010001,CANNAZONE,,17940 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
350641,6046842120010008,CANNAZONE,,1956 1ST AVE S,,SEATTLE,WA,KING,98134,CANNABIS RETAILER,ACTIVE (ISSUED),8602092288,
420477,6046842120010006,CANNAZONE,,7217 212TH ST SW,,EDMONDS,WA,SNOHOMISH,98026,CANNABIS RETAILER,ACTIVE (ISSUED),8602092288,
421813,6033548000010003,CANNAZONE,,5655 GUIDE MERIDIAN STE B,SUITE B,BELLINGHAM,WA,WHATCOM,982269722,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
421813,6046842120010002,CANNAZONE,,5655 GUIDE MERIDIAN STE B,,BELLINGHAM,WA,WHATCOM,98226,CANNABIS RETAILER,ACTIVE (ISSUED),8602092288,
422000,6033548000010007,CANNAZONE,,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
422000,6046842120010003,CANNAZONE,,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
422000,6050081050010004,CANNAZONE,,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER,CLOSED (PERMANENT),8602092115,
422791,6033548000010002,CANNAZONE,,3212 OLD HWY 99 SOUTH RD,,MOUNT VERNON,WA,SKAGIT,982739070,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
424599,6033548000010004,CANNAZONE,,17905 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
427742,6033548000010006,CANNAZONE,,3010 OLD HWY 99 SOUTH RD STE B,,MOUNT VERNON,WA,SKAGIT,982739037,CANNABIS RETAILER,CLOSED (PERMANENT),8602092288,
427742,6046842120010004,CANNAZONE,,3010 OLD HWY 99 SOUTH RD STE B,,MOUNT VERNON,WA,SKAGIT,98273,CANNABIS RETAILER,ACTIVE (ISSUED),8602092288,
430952,6047143320010001,CANNAZONE,,45120 SE NORTH BEND WAY STE B,,NORTH BEND,WA,KING,98045,CANNABIS RETAILER,ACTIVE (ISSUED),8602092288,
439653,6050081050010007,CANNAZONE,,4712 PACIFIC HWY,,BELLINGHAM,WA,WHATCOM,982269049,CANNABIS RETAILER,ACTIVE (ISSUED),8602092115,
445079,6046842120010009,CANNAZONE,,20333 STATE ROUTE 20,,BURLINGTON,WA,SKAGIT,982334725,CANNABIS RETAILER,ACTIVE (ISSUED),8602092288,
420801,6035879910010002,CARAVAN CANNABIS COMPANY,,9574 OLD HWY 99 NORTH RD STE B,,BURLINGTON,WA,SKAGIT,982336811,CANNABIS RETAILER,ACTIVE (ISSUED),3607550755,
435487,6035652650010004,CARAVAN CANNABIS COMPANY,,1317 W BAKERVIEW RD STE 105,,BELLINGHAM,WA,WHATCOM,98226,CANNABIS RETAILER,ACTIVE (ISSUED),3603928749,
413700,6022089500010003,CARIBOU CORNER CANNABIS,,23251 HWY 20,,OKANOGAN,WA,OKANOGAN,988400000,CANNABIS RETAILER,CLOSED (PERMANENT),5094296082,
420812,6022089500010004,CARIBOU CORNER CANNABIS,,257 ENGH RD,,OMAK,WA,OKANOGAN,988419472,CANNABIS RETAILER,CLOSED (PERMANENT),5094296082,
421507,6035188950010003,CARLTON CANNABIS,,2256 HWY 153 STE B,,CARLTON,WA,OKANOGAN,988149004,CANNABIS RETAILER,CLOSED (PERMANENT),3607853843,
414749,6033587380010004,CASCADE HERB COMPANY,,6167 PORTAL WAY,,FERNDALE,WA,WHATCOM,98248,CANNABIS RETAILER,ACTIVE (ISSUED),3607782357,
415094,6033587380010002,CASCADE HERB COMPANY,,1240 E MAPLE ST STE 103,,BELLINGHAM,WA,WHATCOM,98225,CANNABIS RETAILER,ACTIVE (ISSUED),3607782357,
413819,6033656030010001,CASCADE KROPZ,,19129 SMOKEY POINT BLVD STE B,,ARLINGTON,WA,SNOHOMISH,982234258,CANNABIS RETAILER,CLOSED (PERMANENT),3606595422,
425539,6033656030010003,CASCADE KROPZ,,19127 SMOKEY POINT BLVD BLDG 1,,ARLINGTON,WA,SNOHOMISH,98223,CANNABIS RETAILER,ACTIVE (ISSUED),3606595422,
420407,6043218530000000,CASITA VERDE LLC (TITLE OWNER ONLY),,RETAIL TITLE CERTIFICATE,,RENTON,WA,KING,980575321,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,7328016300,
433034,6036041830010004,CATHLAMET CANNABIS COMPANY,,295 WA-4,,CATHLAMET,WA,WAHKIAKUM,986120000,CANNABIS RETAILER,CLOSED (PERMANENT),5033170557,
433034,6048614680010001,CATHLAMET CANNABIS COMPANY,,295 WA-4,,CATHLAMET,WA,WAHKIAKUM,98612,CANNABIS RETAILER,ACTIVE (ISSUED),2069923117,
422745,6048417560010003,CECSS2,,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,KITSAP,981102188,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3606311239,
423272,6036213440010001,CHAMBERS BAY CANNABIS COMPANY,,RETAIL TITLE CERTIFICATE,,UNIVERSITY PLACE,WA,PIERCE,984664107,CANNABIS RETAILER,CLOSED (PERMANENT),3607101577,
423272,6036213440010001,CHAMBERS BAY CANNABIS COMPANY,,RETAIL TITLE CERTIFICATE,,UNIVERSITY PLACE,WA,PIERCE,984664107,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3607101577,
413492,6035262460010001,CHIMACUM CANNABIS,,9034 BEAVER VALLEY ROAD,,CHIMACUM,WA,JEFFERSON,98325,CANNABIS RETAILER,ACTIVE (ISSUED),2066818394,
422466,6042841760010001,CHOICE CANNABIS,,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,JEFFERSON,983682247,CANNABIS RETAILER,CLOSED (PERMANENT),3603794006,
421114,6035523050010002,CHOICE RETAIL,,RETAIL TITLE CERTIFICATE,,CAMAS,WA,CLARK,986072454,CANNABIS RETAILER,CLOSED (PERMANENT),2532250200,
421114,6035523050010002,CHOICE RETAIL,,RETAIL TITLE CERTIFICATE,,CAMAS,WA,CLARK,986072454,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2532250200,
415222,6034419610010001,CHRONIC SOLUTIONS,,"212 W WINESAP RD STE 101, 102",,BOTHELL,WA,SNOHOMISH,980129210,CANNABIS RETAILER,CLOSED (PERMANENT),4256737420,
413940,6033456960010001,CINDER,,7011 N DIVISION ST STE A,,SPOKANE,WA,SPOKANE,992083968,CANNABIS RETAILER,CLOSED (PERMANENT),5092930365,
414817,6033524120010004,CINDER,,1421 N MULLAN RD STE B,,SPOKANE VALLEY,WA,SPOKANE,99206,CANNABIS RETAILER,ACTIVE (ISSUED),5092413091,
422294,6033456960010004,CINDER,,6010 N DIVISION ST,,SPOKANE,WA,SPOKANE,992081028,CANNABIS RETAILER,CLOSED (PERMANENT),5092413091,
422294,6033524120010006,CINDER,,6010 N DIVISION ST,,SPOKANE,WA,SPOKANE,99208,CANNABIS RETAILER,ACTIVE (ISSUED),5092413091,
423096,6033423140010004,CINDER,,927 W 2ND AVE STE 1,,SPOKANE,WA,SPOKANE,992014501,CANNABIS RETAILER,ACTIVE (ISSUED),5092410110,
413358,6032670810010002,CLEAR CHOICE CANNABIS,,8001 S HOSMER ST,,TACOMA,WA,PIERCE,984081017,CANNABIS RETAILER,CLOSED (PERMANENT),2064199096,
413358,6052400560010002,CLEAR CHOICE CANNABIS,,8001 S HOSMER ST,,TACOMA,WA,PIERCE,98408,CANNABIS RETAILER,ACTIVE (ISSUED),2068568424,
421877,6036222590010001,CLEAR CHOICE CANNABIS,,6733 STATE HWY 303 NE,,BREMERTON,WA,KITSAP,983113736,CANNABIS RETAILER,CLOSED (PERMANENT),3606337379,
421877,6041778340010002,CLEAR CHOICE CANNABIS,,6733 STATE HWY 303 NE,,BREMERTON,WA,KITSAP,983113736,CANNABIS RETAILER,CLOSED (PERMANENT),2538826344,
421877,6055045750010001,CLEAR CHOICE CANNABIS,,6733 STATE HWY 303 NE,,BREMERTON,WA,KITSAP,98311,CANNABIS RETAILER,ACTIVE (ISSUED),2068568424,
439182,6057608440010001,CLEAR CHOICE CANNABIS,,317 S 72ND ST,,TACOMA,WA,PIERCE,984086003,CANNABIS RETAILER,ACTIVE (ISSUED),2068568424,
422713,6032012110010003,CLEAR MIND CANNABIS,,RETAIL TITLE CERTIFICATE,,PASCO,WA,FRANKLIN,993016402,CANNABIS RETAILER,CLOSED (PERMANENT),3607981619,
422713,6032012110010003,CLEAR MIND CANNABIS,,RETAIL TITLE CERTIFICATE,,PASCO,WA,FRANKLIN,993016402,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3607981619,
414807,6041302810010005,CLIFFS CANNABIS,,1410 NW GILMAN BLVD STE A,,ISSAQUAH,WA,KING,98027,CANNABIS RETAILER,ACTIVE (ISSUED),2063355857,
422504,6033498370010005,CLOUD 9 CANNABIS CO,,1845 1ST ST,,CHENEY,WA,SPOKANE,99004,CANNABIS RETAILER,ACTIVE (ISSUED),2539732476,
414959,6033587180010001,CLOUD CANNABIS,,11401 RAINIER AVE S,,SEATTLE,WA,KING,98178,CANNABIS RETAILER,ACTIVE (ISSUED),2063624444,
413803,6033522420010001,CLUTCH CANNABIS,,11537 RAINIER AVE S,SMP - 1,SEATTLE,WA,KING,98178,CANNABIS RETAILER,ACTIVE (ISSUED),2063210149,
422527,6035941580010002,CM&N ENTERPRISES,,1821 SE 192ND AVE,,VANCOUVER,WA,CLARK,986070000,CANNABIS RETAILER,CLOSED (PERMANENT),2064987301,
413806,6033525730010003,COLUMBIA HERBAL,,8459 MAIN ST,,DRYDEN,WA,CHELAN,988210000,CANNABIS RETAILER,CLOSED (PERMANENT),5033177035,
412940,6041326560010002,COOKIES TACOMA,,3111 S PINE ST,,TACOMA,WA,PIERCE,984094711,CANNABIS RETAILER,CLOSED (PERMANENT),2533023121,
421555,6030644390010001,COVINGTON HOLISTIC MEDICINE,,16908 SE 269TH PLACE,#102 BUILDING J,COVINGTON,WA,KING,980425468,CANNABIS RETAILER,CLOSED (PERMANENT),2067147733,
414787,6036161120010001,CPC TWO,,8600 LAKE CITY WAY NE,,SEATTLE,WA,KING,981153260,CANNABIS RETAILER,CLOSED (PERMANENT),2066969765,
413732,6033524150010002,CRAFT CANNABIS,,6515 E MILL PLAIN BLVD,SMP - 1,VANCOUVER,WA,CLARK,98661,CANNABIS RETAILER,ACTIVE (ISSUED),5033417097,
414065,6043381880010001,CRAFT CANNABIS,,1510 N WENATCHEE AVE,,WENATCHEE,WA,CHELAN,98801,CANNABIS RETAILER,ACTIVE (ISSUED),5096799999,
427458,6045325900010001,"CRAFT CANNABIS, INC.",,2616 NE 112TH AVE,,VANCOUVER,WA,CLARK,986844284,CANNABIS RETAILER,CLOSED (PERMANENT),5033417097,
431536,6045325900010002,"CRAFT CANNABIS, INC.",,8603 NE ANDRESEN RD,,VANCOUVER,WA,CLARK,98665,CANNABIS RETAILER,ACTIVE (ISSUED),5033417097,
085059,6047800470010001,CRAFT LEAVENWORTH,,8459 MAIN ST  UNIT B,UNIT B,DRYDEN,WA,CHELAN,98821,CANNABIS RETAILER,ACTIVE (ISSUED),5033417097,
423372,6034797720010003,CRAFT TACOMA,,2128 S 37TH ST,,TACOMA,WA,PIERCE,98409,CANNABIS RETAILER,ACTIVE (ISSUED),2536550420,
415645,6056226540010001,CRAFT WENATCHEE,,907 N WENATCHEE AVENUE STE B,,WENATCHEE,WA,CHELAN,98801,CANNABIS RETAILER,ACTIVE (ISSUED),5098888241,
421576,6035649850010001,CREDIBLE COMMODITIES,,RETAIL TITLE CERTIFICATE,,EVERETT,WA,SNOHOMISH,982015082,CANNABIS RETAILER,CLOSED (PERMANENT),2066508928,
421576,6035649850010001,CREDIBLE COMMODITIES,,RETAIL TITLE CERTIFICATE,,EVERETT,WA,SNOHOMISH,982015082,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2066508928,
414663,6033553100010004,CREME OF THE CROP LLC,,6307 NE ST JOHNS RD SUITE E,,VANCOUVER,WA,CLARK,986611246,CANNABIS RETAILER,CLOSED (PERMANENT),2066536463,
077000,6041450900010002,CROSSMATCH,,15041 BOTHELL WAY NE,,LAKE FOREST PARK,WA,KING,981557603,CANNABIS RETAILER,CLOSED (PERMANENT),2064202148,
413729,6033507270010001,CULT CANNABIS CO.,,6061 PORTAL WAY,,FERNDALE,WA,WHATCOM,98248,CANNABIS RETAILER,ACTIVE (ISSUED),3606762539,
422234,6033820290010002,CUTIE JUDY'S CANNABIS COMPANY,,10 VALUE PARKWAY STE A,STE A,ELMA,WA,GRAYS HARBOR,984455527,CANNABIS RETAILER,CLOSED (PERMANENT),2532412948,
432456,6033820290010005,CUTIE JUDY'S CANNABIS COMPANY,,5613 OLYMPIC HWY,,ABERDEEN,WA,GRAYS HARBOR,98520,CANNABIS RETAILER,ACTIVE (ISSUED),3604955938,
420764,6033524760010005,DABNABBITS,,1096 HWY 153,,METHOW,WA,OKANOGAN,988340000,CANNABIS RETAILER,CLOSED (PERMANENT),5098607111,
422097,6035831590010002,DADANKO,,529 E HWY 395  STE A,SUITE A,KETTLE FALLS,WA,STEVENS,991415605,CANNABIS RETAILER,CLOSED (PERMANENT),5094750723,
426632,6035831590010005,DADANKO,,6063B HIGHWAY 291,,NINE MILE FALLS,WA,STEVENS,990269565,CANNABIS RETAILER,CLOSED (PERMANENT),5097106899,
414539,6045989840010004,DANK OF AMERICA,,5309 GUIDE MERIDIAN STE A,,BELLINGHAM,WA,WHATCOM,98226,CANNABIS RETAILER,ACTIVE (ISSUED),4252314439,
422817,6036038240010001,DANK OF AMERICA,,2530 PEACE PORTAL DR STE B,,BLAINE,WA,WHATCOM,98230,CANNABIS RETAILER,ACTIVE (ISSUED),4252314439,
364799,6035723460010003,DANK'S WONDER EMPORIUM,,7207 212TH ST SW,,EDMONDS,WA,SNOHOMISH,980207735,CANNABIS RETAILER,CLOSED (PERMANENT),3609154944,
364799,6048256220010001,DANK'S WONDER EMPORIUM,,7207 212TH ST SW,,EDMONDS,WA,SNOHOMISH,98020,CANNABIS RETAILER,ACTIVE (ISSUED),2064583155,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,136 STEWART RD SE SUITE 1-G,,PACIFIC,WA,PIERCE,980472143,CANNABIS RETAILER,CLOSED (PERMANENT),3234543767,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,136 STEWART RD SE SUITE 1-G,,PACIFIC,WA,PIERCE,980472143,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3234543767,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,RETAIL TITLE CERTIFICATE,,CENTRALIA,WA,LEWIS,985313338,CANNABIS RETAILER,CLOSED (PERMANENT),3234543767,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,RETAIL TITLE CERTIFICATE,,CENTRALIA,WA,LEWIS,985313338,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3234543767,
430691,6033500690010008,DANK'S WONDER EMPORIUM,,203 KINWOOD ST SE,,LACEY,WA,THURSTON,985031445,CANNABIS RETAILER,CLOSED (PERMANENT),3609158468,
415041,6033500690010004,"DANK'S WONDER EMPORIUM, LLC",,9333 MARTIN WAY E,STE 102,OLYMPIA,WA,THURSTON,985165969,CANNABIS RETAILER,CLOSED (PERMANENT),3234543767,
423571,6033500690010007,"DANK'S WONDER EMPORIUM, LLC",,6906 MARTIN WAY E  STE A,STE A,OLYMPIA,WA,THURSTON,985165567,CANNABIS RETAILER,CLOSED (PERMANENT),2535075435,
441109,6056771600010001,DANK’S TACOMA,,2632 S 38TH ST STE A,,TACOMA,WA,PIERCE,984097304,CANNABIS RETAILER,ACTIVE (ISSUED),2536257628,
442981,6059391980010001,DANKS,,14300 SE PETROVITSKY RD STE C,,RENTON,WA,KING,980588955,CANNABIS RETAILER,ACTIVE (ISSUED),2062272980,
422303,6046288750010001,DASH & WRIGLEY LLC,,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,KING,98168,CANNABIS RETAILER,ACTIVE (ISSUED),2062277687,
415202,6033561310010002,DAVE'S PLACE,,10 MAPLE GROVE RD,,SUNNYSIDE,WA,YAKIMA,98944,CANNABIS RETAILER,ACTIVE (ISSUED),5098300275,
414503,6034539570010001,DESTINATION HIGHWAY 420,,1225 HOLLIS ST,,BREMERTON,WA,KITSAP,98310,CANNABIS RETAILER,ACTIVE (ISSUED),3606278754,
413374,6033542940010001,DIAMOND GREEN,,4002 S 12TH ST,,TACOMA,WA,PIERCE,98405,CANNABIS RETAILER,ACTIVE (ISSUED),2532225697,
415379,6032576780010003,DIEGO PELLICER,,3540 STONE WAY N STE B,,SEATTLE,WA,KING,981030000,CANNABIS RETAILER,CLOSED (PERMANENT),2066240070,
423754,6032576780010004,DIEGO PELLICER,,2215 4TH AVE S,,SEATTLE,WA,KING,981341516,CANNABIS RETAILER,CLOSED (PERMANENT),2064553045,
423036,6035859930010001,DISCOVERY BAY CANNABIS,,282023 HWY 101,,PORT TOWNSEND,WA,JEFFERSON,98368,CANNABIS RETAILER,ACTIVE (ISSUED),2064224647,
429044,6036041010010002,DISPO 42,,4204 RUSSELL RD STE M,,MUKILTEO,WA,SNOHOMISH,98275,CANNABIS RETAILER,ACTIVE (ISSUED),4255318999,
421332,6035603240010001,DISTRICT 420,,3405 4TH AVE S,,SEATTLE,WA,KING,981341904,CANNABIS RETAILER,CLOSED (PERMANENT),2532134741,
414174,6033563140010001,DOCKSIDE CANNABIS,,1728 4TH AVE S,,SEATTLE,WA,KING,98134,CANNABIS RETAILER,ACTIVE (ISSUED),2063505366,
414569,6033546970010003,DOCKSIDE CANNABIS,,15001 AURORA AVE N,STE 15029,SHORELINE,WA,KING,98133,CANNABIS RETAILER,CLOSED (TEMPORARY),2068068759,
424463,6035692810010002,DOCKSIDE CANNABIS,,4601 LEARY WAY NW,,SEATTLE,WA,KING,98107,CANNABIS RETAILER,ACTIVE (ISSUED),2068068742,
430807,6035692220010004,DOCKSIDE CANNABIS,,8401 AURORA AVE N STE E1,,SEATTLE,WA,KING,98103,CANNABIS RETAILER,ACTIVE (ISSUED),2065564067,
412865,6034219970010001,DOUGLAS COUNTY 502,,2512 FOSTER CREEK AVE,,BRIDGEPORT,WA,DOUGLAS,98813,CANNABIS RETAILER,CLOSED (PERMANENT),5033177035,
085059,6047542880010001,DRYDEN CANNABIS COMPANY,,8459 MAIN ST  UNIT B,UNIT B,DRYDEN,WA,CHELAN,988210000,CANNABIS RETAILER,CLOSED (PERMANENT),3606063260,
445189,6057594770010001,DTC HOLDINGS,,10384 SILVERDALE WAY NW STE 10,,SILVERDALE,WA,KITSAP,983837670,CANNABIS RETAILER,ACTIVE (ISSUED),3607316611,
445310,6057594770010002,DTC HOLDINGS,,841 NESS CORNER RD STE B,,PORT HADLOCK,WA,JEFFERSON,983399572,CANNABIS RETAILER,ACTIVE (ISSUED),3607316611,
445376,6057594770010003,DTC HOLDINGS,,2840 E HWY 101,,PORT ANGELES,WA,CLALLAM,983629070,CANNABIS RETAILER,ACTIVE (ISSUED),3607316611,
445379,6057594770010004,DTC HOLDINGS,,8962 BEAVER VALLEY RD,,CHIMACUM,WA,JEFFERSON,983258702,CANNABIS RETAILER,ACTIVE (ISSUED),3607316611,
424633,6035502700010001,EMERALD CITY CRONICS,,RETAIL TITLE CERTIFICATE,,OTHELLO,WA,FRANKLIN,993440000,CANNABIS RETAILER,CLOSED (PERMANENT),2067908124,
424633,6035502700010001,EMERALD CITY CRONICS,,RETAIL TITLE CERTIFICATE,,OTHELLO,WA,FRANKLIN,993440000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067908124,
420416,6034157540010001,EMERALD COAST,,939 N CALLOW AVE # 100-B,,BREMERTON,WA,KITSAP,983123806,CANNABIS RETAILER,CLOSED (PERMANENT),3608131006,
437875,6034157540010006,EMERALD COAST,,6721 KITSAP WAY BLDG 1,UNIT A&D,BREMERTON,WA,KITSAP,98312,CANNABIS RETAILER,ACTIVE (ISSUED),3608131006,
414841,6033564060010002,EMERALD HAZE CANNABIS EMPORIUM,,4033 NE SUNSET BLVD UNIT 5,,RENTON,WA,KING,980564003,CANNABIS RETAILER,CLOSED (PERMANENT),2533069151,
413363,6019827290010002,EMERALD LEAVES,,2702 6TH AVE,,TACOMA,WA,PIERCE,984067213,CANNABIS RETAILER,CLOSED (PERMANENT),2063991361,
413363,6035615210010001,EMERALD LEAVES,,2702 6TH AVE STE A,,TACOMA,WA,PIERCE,984067213,CANNABIS RETAILER,CLOSED (PERMANENT),2064825627,
